DATE,GOLDAMGBD228NLBM,GOLDPMGBD228NLBM,GVZCLS,VXGDXCLS,BAMLH0A0HYM2,SP500
2020-10-12,1919.80,1925.50,22.66,39.5,4.92,3534.22
2020-10-13,1920.80,1891.30,23.17,41.5,4.88,3511.93
2020-10-14,1896.45,1910.05,21.88,41.68,4.89,3488.67
2020-10-15,1891.70,1891.90,21.73,42.87,5.01,3483.34
2020-10-16,1908.20,1905.05,20.29,40.72,4.94,3483.81
2020-10-19,1910.00,1905.60,21.33,41.15,4.91,3426.92
2020-10-20,1906.35,1898.40,21.54,41.78,4.90,3443.12
2020-10-21,1918.95,1924.15,22.66,41.62,4.91,3435.56
2020-10-22,1916.85,1900.95,21.38,41.08,4.88,3453.49
2020-10-23,1910.60,1903.65,21.04,40.02,4.87,3465.39
2020-10-26,1901.60,1898.45,20.93,42.42,5.03,3400.97
2020-10-27,1898.90,1905.70,20.41,41.86,5.06,3390.68
2020-10-28,1896.85,1869.95,21.93,47.33,5.29,3271.03
2020-10-29,1876.85,1870.30,21.9,45.65,5.25,3310.11
2020-10-30,1875.80,1881.85,23.26,47.95,5.25,3269.96
2020-11-02,1886.75,1889.90,23.74,47.47,5.25,3310.24
2020-11-03,1899.85,1908.30,23.32,46.92,5.07,3369.16
2020-11-04,1888.55,1900.15,20.49,40.46,4.79,3443.44
2020-11-05,1916.80,1938.45,22.0,42.71,4.59,3510.45
2020-11-06,1947.95,1940.80,21.1,40.29,4.67,3509.44
2020-11-09,1957.45,1867.30,21.86,41.11,4.22,3550.5
2020-11-10,1874.90,1878.70,20.46,41.95,4.37,3545.53
2020-11-11,1876.20,1860.95,19.14,40.68,4.37,3572.66
2020-11-12,1868.00,1874.85,18.98,41.75,4.62,3537.01
2020-11-13,1878.20,1890.90,17.74,39.75,4.63,3585.15
2020-11-16,1892.60,1885.60,18.31,38.02,4.50,3626.91
2020-11-17,1885.40,1889.05,17.54,37.3,4.48,3609.53
2020-11-18,1877.20,1876.10,17.67,38.18,4.42,3567.79
2020-11-19,1857.40,1857.35,17.96,37.99,4.48,3581.87
2020-11-20,1867.00,1875.70,17.72,37.12,4.49,3557.54
2020-11-23,1863.80,1840.20,18.98,38.33,4.43,3577.59
2020-11-24,1818.10,1799.60,20.09,41.15,4.31,3635.41
2020-11-25,1808.55,1810.20,19.75,40.91,4.33,3629.65
2020-11-26,1814.85,1807.40,.,.,4.33,.
2020-11-27,1808.05,1779.30,19.09,40.3,4.35,3638.35
2020-11-30,1771.95,1762.55,19.69,39.55,4.33,3621.63
2020-12-01,1796.20,1810.75,19.61,39.29,4.21,3662.45
2020-12-02,1832.95,1822.60,19.42,39.29,4.17,3669.01
2020-12-03,1834.80,1832.35,19.61,39.99,4.10,3666.72
2020-12-04,1839.30,1843.00,18.95,38.53,4.03,3699.12
2020-12-07,1832.80,1859.95,19.79,40.79,4.03,3691.96
2020-12-08,1864.50,1868.15,19.86,39.65,4.03,3702.25
2020-12-09,1859.80,1841.75,20.26,39.19,4.04,3672.82
2020-12-10,1834.20,1844.35,19.66,38.5,4.08,3668.1
2020-12-11,1833.65,1842.00,19.24,38.2,4.13,3663.46
2020-12-14,1820.25,1831.15,19.43,38.4,4.07,3647.49
2020-12-15,1844.30,1850.65,19.75,38.39,4.06,3694.62
2020-12-16,1861.35,1851.95,19.39,39.75,4.06,3701.17
2020-12-17,1871.95,1890.75,20.1,41.77,4.05,3722.48
2020-12-18,1878.95,1879.75,19.58,42.53,4.03,3709.41
2020-12-21,1869.25,1880.00,19.8,40.49,4.18,3694.92
2020-12-22,1873.30,1877.10,19.5,40.73,4.12,3687.26
2020-12-23,1867.10,1875.00,18.87,38.03,4.07,3690.01
2020-12-24,1872.55,.,18.99,37.13,4.05,3703.06
2020-12-25,.,.,.,.,.,.
2020-12-28,.,.,20.2,38.92,3.89,3735.36
2020-12-29,1873.90,1874.30,19.53,38.61,3.85,3727.04
2020-12-30,1877.55,1887.60,20.06,38.49,3.87,3732.04
2020-12-31,1891.10,.,20.79,38.88,3.86,3756.07
2021-01-01,.,.,.,.,.,.
2021-01-04,1930.80,1943.20,21.86,43.37,3.93,3700.65
2021-01-05,1946.55,1940.35,22.14,44.14,3.92,3726.86
2021-01-06,1957.20,1931.95,21.7,42.55,3.80,3748.14
2021-01-07,1911.05,1920.10,20.66,39.27,3.78,3803.79
2021-01-08,1891.30,1862.90,22.16,41.41,3.76,3824.68
2021-01-11,1847.80,1847.25,20.65,39.98,3.82,3799.61
2021-01-12,1861.85,1841.25,20.01,39.2,3.85,3801.19
2021-01-13,1852.40,1858.85,18.8,37.51,3.82,3809.84
2021-01-14,1840.25,1841.75,19.21,40.23,3.73,3795.54
2021-01-15,1853.85,1839.00,19.04,37.24,3.74,3768.25
2021-01-18,1833.95,1833.05,.,.,3.73,.
2021-01-19,1843.10,1834.70,18.87,35.8,3.71,3798.91
2021-01-20,1854.60,1856.60,18.95,35.83,3.67,3851.85
2021-01-21,1867.65,1862.10,18.85,35.89,3.65,3853.07
2021-01-22,1853.60,1852.70,18.42,35.54,3.75,3841.47
2021-01-25,1855.60,1856.85,18.51,37.73,3.75,3855.36
2021-01-26,1853.20,1856.60,17.88,38.32,3.74,3849.62
2021-01-27,1846.40,1843.00,18.47,41.73,3.85,3750.77
2021-01-28,1839.65,1853.70,19.38,45.71,3.76,3787.38
2021-01-29,1852.70,1863.80,20.64,44.23,3.79,3714.24
2021-02-01,1857.80,1862.95,21.81,45.31,3.83,3773.86
2021-02-02,1847.10,1833.10,19.61,42.27,3.75,3826.31
2021-02-03,1834.70,1835.45,18.45,39.73,3.68,3830.17
2021-02-04,1811.55,1785.90,19.3,38.5,3.64,3871.74
2021-02-05,1808.55,1802.95,18.7,37.11,3.58,3886.83
2021-02-08,1811.65,1835.25,18.45,37.91,3.54,3915.59
2021-02-09,1846.55,1839.60,18.35,37.53,3.51,3911.23
2021-02-10,1843.45,1842.65,18.57,38.65,3.51,3909.88
2021-02-11,1841.70,1840.10,18.31,39.08,3.50,3916.38
2021-02-12,1818.00,1816.35,18.08,37.37,3.48,3934.83
2021-02-15,1817.45,1817.30,.,.,3.47,.
2021-02-16,1823.45,1794.25,19.57,38.82,3.41,3932.59
2021-02-17,1788.85,1780.70,20.49,38.73,3.44,3931.33
2021-02-18,1782.80,1773.15,19.66,38.84,3.46,3913.97
2021-02-19,1773.75,1786.20,19.26,37.83,3.41,3906.71
2021-02-22,1798.80,1807.45,19.12,39.89,3.44,3876.5
2021-02-23,1809.50,1799.65,18.3,40.15,3.47,3881.37
2021-02-24,1807.25,1788.00,18.31,40.38,3.42,3925.43
2021-02-25,1792.10,1779.65,21.26,45.62,3.42,3829.34
2021-02-26,1765.10,1742.85,21.08,47.08,3.52,3811.15
2021-03-01,1746.95,1734.15,21.33,44.95,3.54,3901.82
2021-03-02,1728.50,1723.85,20.06,44.15,3.53,3870.29
2021-03-03,1727.05,1711.40,20.93,41.82,3.51,3819.72
2021-03-04,1710.05,1712.10,21.61,46.06,3.54,3768.47
2021-03-05,1696.05,1696.25,20.21,41.06,3.60,3841.94
2021-03-08,1694.45,1687.05,20.64,42.48,3.57,3821.35
2021-03-09,1702.85,1716.90,19.54,39.78,3.62,3875.44
2021-03-10,1711.50,1716.20,18.55,39.16,3.63,3898.81
2021-03-11,1736.35,1724.25,18.21,38.07,3.52,3939.34
2021-03-12,1703.85,1704.80,18.36,38.78,3.55,3943.34
2021-03-15,1727.90,1723.65,17.86,38.22,3.55,3968.94
2021-03-16,1732.30,1735.00,17.93,37.36,3.55,3962.71
2021-03-17,1736.95,1729.65,17.24,36.86,3.65,3974.12
2021-03-18,1734.10,1725.90,17.79,37.2,3.66,3915.46
2021-03-19,1737.20,1735.20,16.57,34.31,3.67,3913.1
2021-03-22,1733.40,1736.15,16.47,33.01,3.58,3940.59
2021-03-23,1739.25,1726.20,16.69,34.12,3.57,3910.52
2021-03-24,1734.05,1730.50,15.7,33.2,3.51,3889.14
2021-03-25,1729.20,1737.30,15.58,32.97,3.53,3909.52
2021-03-26,1727.85,1731.80,15.48,31.41,3.48,3974.54
2021-03-29,1723.95,1705.95,17.23,33.13,3.43,3971.09
2021-03-30,1696.70,1683.95,18.3,34.53,3.44,3958.55
2021-03-31,1685.35,1691.05,17.07,33.91,3.36,3972.89
2021-04-01,1715.85,1726.05,16.74,32.44,3.33,4019.87
2021-04-02,.,.,16.74,.,.,.
2021-04-05,.,.,17.08,34.74,3.25,4077.91
2021-04-06,1731.05,1744.65,16.76,33.16,3.25,4073.94
2021-04-07,1736.00,1738.05,16.11,33.68,3.22,4079.95
2021-04-08,1743.70,1755.50,15.72,33.38,3.21,4097.17
2021-04-09,1747.95,1741.20,15.3,31.57,3.24,4128.8
2021-04-12,1741.55,1732.85,14.88,30.67,3.24,4127.99
2021-04-13,1728.10,1747.95,14.26,29.87,3.32,4141.59
2021-04-14,1743.30,1735.55,14.69,30.07,3.25,4124.66
2021-04-15,1748.00,1757.20,15.36,30.43,3.25,4170.42
2021-04-16,1766.45,1774.45,15.32,30.55,3.22,4185.47
2021-04-19,1788.40,1774.50,16.01,32.85,3.25,4163.26
2021-04-20,1765.50,1777.85,15.59,34.01,3.35,4134.94
2021-04-21,1781.05,1798.20,16.41,33.82,3.34,4173.42
2021-04-22,1785.65,1787.75,16.05,33.5,3.34,4134.98
2021-04-23,1785.30,1781.80,15.74,31.74,3.29,4180.17
2021-04-26,1779.65,1773.35,15.51,32.1,3.26,4187.62
2021-04-27,1780.90,1784.15,14.77,66.48,3.24,4186.72
2021-04-28,1764.15,1772.20,14.79,31.7,3.26,4183.18
2021-04-29,1774.65,1762.65,14.54,32.88,3.24,4211.47
2021-04-30,1768.80,1767.65,14.58,32.82,3.28,4181.17
2021-05-03,.,.,15.65,34.8,3.27,4192.66
2021-05-04,1784.95,1797.75,15.91,35.39,3.32,4164.66
2021-05-05,1778.05,1782.25,15.7,34.16,3.29,4167.59
2021-05-06,1793.15,1813.15,16.57,34.92,3.30,4201.62
2021-05-07,1820.50,1836.55,16.46,32.66,3.27,4232.6
2021-05-10,1834.15,1840.45,17.19,36.52,3.26,4188.43
2021-05-11,1837.15,1829.10,17.17,35.42,3.36,4152.1
2021-05-12,1833.60,1830.70,17.56,36.81,3.34,4063.04
2021-05-13,1814.30,1821.80,17.1,36.23,3.37,4112.5
2021-05-14,1833.50,1838.10,16.75,34.17,3.35,4173.85
2021-05-17,1848.45,1853.70,17.62,37.51,3.35,4163.29
2021-05-18,1867.40,1866.75,17.0,36.57,3.35,4127.83
2021-05-19,1860.00,1888.45,17.79,37.02,3.40,4115.68
2021-05-20,1869.35,1878.30,17.29,35.85,3.42,4159.12
2021-05-21,1877.65,1875.90,16.47,33.4,3.37,4155.86
2021-05-24,1876.85,1880.15,16.91,31.79,3.37,4197.05
2021-05-25,1882.80,1887.00,17.09,32.49,3.34,4188.13
2021-05-26,1904.30,1899.75,16.81,31.79,3.35,4195.99
2021-05-27,1895.05,1891.45,16.15,30.75,3.30,4200.88
2021-05-28,1892.45,1899.95,16.08,29.62,3.29,4204.11
2021-05-31,.,.,.,.,3.34,.
2021-06-01,1907.70,1899.35,16.09,30.57,3.33,4202.04
2021-06-02,1895.90,1902.75,15.65,29.99,3.31,4208.12
2021-06-03,1892.15,1866.55,15.95,30.53,3.28,4192.85
2021-06-04,1869.55,1890.60,15.83,29.35,3.28,4229.89
2021-06-07,1882.05,1888.40,15.57,30.51,3.27,4226.52
2021-06-08,1892.05,1893.15,15.59,30.64,3.26,4227.26
2021-06-09,1890.45,1894.60,15.43,29.83,3.22,4219.55
2021-06-10,1882.00,1888.65,15.5,29.15,3.23,4239.18
2021-06-11,1891.95,1881.05,15.21,28.65,3.21,4247.44
2021-06-14,1859.75,1865.60,16.13,28.77,3.17,4255.15
2021-06-15,1863.85,1865.10,16.26,28.66,3.17,4246.59
2021-06-16,1858.10,1860.75,16.3,29.85,3.12,4223.7
2021-06-17,1806.75,1778.70,17.66,29.44,3.15,4221.86
2021-06-18,1792.35,1773.10,17.9,32.25,3.18,4166.45
2021-06-21,1782.45,1775.05,16.91,31.08,3.14,4224.79
2021-06-22,1779.10,1775.05,16.66,30.48,3.15,4246.44
2021-06-23,1782.90,1791.60,16.2,29.94,3.13,4241.84
2021-06-24,1780.20,1784.85,15.7,29.17,3.08,4266.49
2021-06-25,1783.25,1786.65,15.29,28.37,3.04,4280.7
2021-06-28,1774.25,1780.30,15.36,29.34,3.05,4290.61
2021-06-29,1769.60,1755.45,16.19,30.3,3.03,4291.8
2021-06-30,1757.80,1763.15,15.97,29.86,3.04,4297.5
2021-07-01,1774.00,1781.50,15.8,29.45,3.02,4319.94
2021-07-02,1783.50,1786.15,15.28,28.0,3.04,4352.34
2021-07-05,1790.95,1791.35,.,.,3.03,.
2021-07-06,1807.80,1809.85,15.45,29.31,3.05,4343.54
2021-07-07,1804.25,1804.65,15.21,29.06,3.05,4358.13
2021-07-08,1810.25,1807.70,15.82,30.02,3.14,4320.82
2021-07-09,1803.40,1806.00,15.27,28.58,3.07,4369.55
2021-07-12,1802.95,1792.40,15.04,27.45,3.05,4384.63
2021-07-13,1807.85,1813.85,14.84,27.39,3.04,4369.21
2021-07-14,1813.05,1823.20,14.79,30.09,3.10,4374.3
2021-07-15,1832.00,1823.75,15.01,29.22,3.14,4360.03
2021-07-16,1822.00,1824.30,14.6,29.7,3.18,4327.16
2021-07-19,1803.25,1814.90,15.96,36.05,3.44,4258.49
2021-07-20,1815.30,1823.05,15.01,30.71,3.38,4323.06
2021-07-21,1805.90,1802.15,15.01,29.81,3.24,4358.69
2021-07-22,1797.40,1799.45,14.51,29.18,3.24,4367.48
2021-07-23,1803.05,1799.60,14.53,28.64,3.22,4411.79
2021-07-26,1808.15,1800.20,15.2,30.2,3.21,4422.3
2021-07-27,1797.15,1800.35,15.51,31.93,3.27,4401.46
2021-07-28,1799.30,1796.60,15.61,30.99,3.26,4400.64
2021-07-29,1819.45,1829.30,15.21,30.32,3.23,4419.15
2021-07-30,1828.25,1825.75,15.09,30.48,3.26,4395.26
2021-08-02,1807.55,1811.45,15.23,31.31,3.36,4387.16
2021-08-03,1809.70,1812.65,15.09,30.68,3.42,4423.15
2021-08-04,1812.45,1829.10,14.88,32.47,3.42,4402.66
2021-08-05,1811.20,1800.75,14.84,31.84,3.37,4429.1
2021-08-06,1799.45,1762.90,15.9,32.14,3.32,4436.52
2021-08-09,1741.50,1738.85,17.26,32.13,3.34,4432.35
2021-08-10,1729.55,1723.35,16.93,32.7,3.32,4436.75
2021-08-11,1734.05,1743.60,15.85,32.09,3.37,4447.7
2021-08-12,1755.50,1747.40,15.67,32.19,3.34,4460.83
2021-08-13,1757.65,1773.85,15.15,32.12,3.36,4468.0
2021-08-16,1775.75,1786.35,15.62,33.04,3.38,4479.71
2021-08-17,1794.05,1789.45,16.1,33.92,3.37,4448.08
2021-08-18,1788.10,1783.45,15.8,35.13,3.35,4400.27
2021-08-19,1788.20,1782.05,15.91,33.03,3.42,4405.8
2021-08-20,1782.95,1779.05,15.34,32.98,3.37,4441.67
2021-08-23,1786.90,1802.00,15.84,31.35,3.34,4479.53
2021-08-24,1802.95,1808.45,15.45,30.4,3.26,4486.23
2021-08-25,1794.70,1788.70,15.9,31.03,3.22,4496.19
2021-08-26,1783.80,1786.60,16.44,32.08,3.20,4470.0
2021-08-27,1795.50,1798.50,15.27,30.46,3.17,4509.37
2021-08-30,.,.,15.52,29.74,3.16,4528.79
2021-08-31,1814.30,1814.85,15.47,30.27,3.21,4522.68
2021-09-01,1813.90,1811.80,15.12,29.54,3.19,4524.09
2021-09-02,1815.15,1812.55,14.76,28.97,3.16,4536.95
2021-09-03,1812.05,1823.70,14.95,28.8,3.14,4535.43
2021-09-06,1823.85,1821.60,.,.,3.13,.
2021-09-07,1810.75,1802.15,15.36,30.67,3.16,4520.03
2021-09-08,1797.95,1786.00,15.14,30.23,3.16,4514.07
2021-09-09,,,,,,4493.28
